id,customer_id,order_id,type,subject,message,status,priority,created_at,resolved_at
360,3516,2640,praise,Keep up the great work!,I just wanted to say your customer support team is incredible! They resolved my issue within minutes and were so friendly. Keep it up!,resolved,low,2025-06-13 16:57:16,2025-06-18 16:57:16
396,4492,8160,question,Is this item in stock?,,resolved,lo,2023-04-24 23:52:34,2023-04-25 23:52:34
229,1278,313,QUESTION,Do you offer price matching?,I need to change the shipping address on my recent order. Is that still possible at this point?,closed,medium,2025-06-23 08:25:33,2025-06-25 08:25:33
870,592,4576,question,How do I return an item?,,  closed  ,  medium  ,2025-06-10 00:09:31,06-16-2025
567,3205,,complaint,None,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,closed,high,2025-06-13 13:31:15,2025-06-18 13:31:15
1356,594,9961,question,Where is my tracking number?,I need to change the shipping address on my recent order. Is that still possible at this point?,in_progress,medium,2023-09-05 22:39:06,
1421,4080,9533,praise,Smooth checkout process,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",resolved,low,2022-08-13 18:05:47,2022-08-15 18:05:47
1233,1704,7426,,What payment methods do you accept?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,closed,,,2024-08-20 02:20:21
1338,2615,4852,  question  ,Can I change my shipping address?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved,  medium  ,2025-03-26 02:42:12,2025-03-31 02:42:12
583,2456,,question,What payment methods do you accept?,I need to change the shipping address on my recent order. Is that still possible at this point?,RESOLVED,medium,2025-03-24 08:52:30,2025-03-29 08:52:30
1238,4349,2011,suggestion,Add more pay...,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,CLOSED,medium,2025-06-13 15:11:24,2025-06-16 15:11:24
562,906,9128,question,When will my order ship?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,closed,medium,2025-06-14 10:20:13,2025-06-17 10:20:13
1130,2753,1227,question,WHAT PAYMENT METHODS DO YOU ACCEPT?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,EMPTY,2025-02-17 03:31:24,2025-02-24 03:31:24
145,1154,,complaint,Product not as described,,closed_typo,medium,2025-06-29 08:01:33,2025-07-03 08:01:33
1433,1184,6158,suggestion,Improve mobile app experience,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,resolved,low,2025-06-28 19:18:23,2025-06-30 19:18:23
1132,1393,,complaint,,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,IN_PROGRESS,Low,2025-06-19 09:24:01,
527,353,562,question,Do you offer p...,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,closed,medium,2023-05-18 08:05:00,
1350,893,8408,,Greeaat weebsiitee eexpeeriieencee,  Your product selection is the best I've found online. The prices are competitive and the quality is consistently excellent.  	,resolved,low,2025-01-20 01:54:15,2025-01-23 01:54:15
1402,2052,,COMPLAINT,Missing items from my order,Thee prooduuct II reeceeiiveed looooks noothiing liikee thee phootoos oon thee weebsiitee. Thee quuaaliity iis muuch looweer thaan aadveertiiseed. II waant aa fuull reefuund.,resolved,medium,2024-05-12 06:55:07,2024-05-14 06:55:07
116,3193,202,question,Where is my tracking number?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,closed,low,2025-03-02 19:50:29,2025-03-04 19:50:29
222,1585,3113,None,Can I change my shipping address?,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,medium,2025-06-09 20:12:37,not a date
1498,645,865,question,Is this ite...,Just checking on the warranty coverage for electronics. Doe...,closed,high,2025-05-14 11:39:12,2025-05-16 11:39:12
1287,4958,,question,How long is the warranty?,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,low,2025-05-10 23:21:54,2025-05-15 23:21:54
416,2477,,question,"Can I cancel my order?
",Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,,LOW,2025-06-18 22:30:37,2025-06-19 22:30:37
1491,2376,,QUESTION,How long is the warranty?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,medium,2024-05-12 16:38:09,2024-05-15 16:38:09
147,3408,1816,question,How do I return an item?,I need to change the shipping address on my recent order. Is that still possible at this point?,open,low,2025-04-07 04:10:21,
509,4421,,question,Can I change my shipping address?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,closed,low,2023-08-06 04:43:06,2023-08-07 04:43:06
836,1025,1141,suggestion,Improve return process,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,closed,low ,2025-06-26 16:23:16,2025-07-01 16:23:16
929,2457,4295,question,How do I return an item?,I need to change the shipping address on my recent order. Is that still possible at this point?,closed,low,2025-06-29 20:27:08,2025-06-30 20:27:08
476,1696,,complaint,  Charged incorrectly  	,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,closed,high,not available,2025-06-13 20:26:00
462,178,1151,complaint,Poor customer service experience,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,closed,medium,2023-09-01 21:02:31,2023-09-08 21:02:31
1364,3197,2497,question,Where is my tracking number?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,open,  low,2025-06-29 05:52:49,
468,3216,2968,,Improve return process,IT WOULD BE GREAT IF YOU COULD ADD MORE PAYMENT OPTIONS LIKE CRYPTOCURRENCY OR BUY-NOW-PAY-LATER SERVICES. I THINK A LOT OF CUSTOMERS WOULD APPRECIATE IT.,closed,MEDIUM,2024-07-17 03:25:06,2024-07-22 03:25:06
1078,661,8256,question,,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,CLOSED,medium,N/A,2025-06-28 00:50:58
1371,1000012,,question,Where is my tracking number?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,medium,2024-04-25 08:51:06,2024-04-27 08:51:06
1152,599,,suggestion_typo,Expand product selection,,resolved,medium,2025-05-19 05:22:33,2025-05-23 05:22:33
223,4114,,question,Can I change my shipping address?,,closed,low,2025-06-29 05:11:49,2025-07-05 05:11:49
1052,4358,5727,complaint,"Missing items from my order
",I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,resolved,high,2025-01-17 15:26:39,2025-01-22 15:26:39
408,708,3857,question,Can I cancel my order?,"Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?
",resolved,low,2025-06-27 23:16:00,2025-07-04 23:16:00
734,1437,,None,Is this product compatible?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved,low,2022-10-21 10:01:17,None
455,1991,1719,  praise  ,AAmaaziing cuustoomeer suuppoort!,I just wanted to say your customer support team is incredible! They resolved my issue within minutes and were so friendly. Keep it up!,CLOSED,low,2025-06-14 09:11:55,2025-06-19 09:11:55
1351,1691,2040,suggestion,Expand product selection,AA looyaalty reewaards proograam woouuld maakee mee shoop heeree eeveen mooree oofteen. Pooiints foor puurchaasees thaat caan bee reedeeeemeed foor diiscoouunts woouuld bee aamaaziing.,  closed  ,medium,2023-12-23 02:53:37,2023-12-27 02:53:37
745,1595,7441,question,What payment methods do you accept?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,,medium,2024-08-07 18:44:12,2024-08-11 18:44:12
776,2378,,suggestion,,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,closed,low,2022-07-20 12:43:32,2022-07-26 12:43:32
645,4385,,question,Is this product compatible?,Just checking on the warranty coverage for electronics. Doe...,resolved,,2025-06-11 21:47:29,2025-06-12 21:47:29
1103,1771,5164,TBD,Wrong item received,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved,high,2023-11-15 16:35:53,2023-11-17 16:35:53
1163,729,,complaint,Wrong item received,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,resolved,low,2023-11-19 15:52:53,2023-11-22 15:52:53
1407,4415,3271,suggestion,Loyalty rewards program,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,,low,2025-02-01 23:35:30,2025-02-03 23:35:30
1098,4688,,question,WHEN WILL MY ORDER SHIP?,,resolved,medium,not a date,2025-06-07 10:37:25
667,3158,,EMPTY,Do you offer price matching?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,closed,Medium,2025-06-04 10:20:23,2025-06-08 10:20:23
1092,3922,6243,suggestion,Improve mobile app experience,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,open,medium,2024-01-09 09:36:51,
1270,4332,,COMPLAINT,Charged i...,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,closed,medium,2025-06-27 14:31:33,2025-07-01 14:31:33
1013,2373,,complaint,not available,,closed,medium,2024-11-27 01:56:57,2024-11-28 01:56:57
866,1,629,suggestion_typo,Beetteer paackaagiing neeeedeed,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,resolved,low,22/06/2025,2025-06-23 02:51:32
1031,4806,1064,complaint,Product not as described,  My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.  	,resolved,medium,2025-06-14 06:50:42,2025-06-21 06:50:42
